circuit,attack_type,noise_rate,expected_label,prediction,correct_prediction,status,risk_level,risk_score,anomaly_probability,normal_probability,noise_tvd_baseline,observed_tvd,excess_tvd,calibrated_probability,num_qubits,depth,total_gates
adder_n4.qasm,Normal,0.005,0,0,1,NORMAL,LOW,6.21,8.87,91.13,0.1857,0.09,0.0,6.21,4,12,27
adder_n4.qasm,Gate Insertion,0.005,1,1,1,ANOMALOUS,HIGH,97.56,96.52,3.48,0.1857,1.0,0.8143,97.56,4,12,28
adder_n4.qasm,Gate Deletion,0.005,1,0,0,NORMAL,LOW,7.74,11.05,88.95,0.1857,0.08,0.0,7.74,4,11,26
adder_n4.qasm,Gate Substitution,0.005,1,1,1,ANOMALOUS,MEDIUM,54.68,78.12,21.88,0.1857,0.09,0.0,54.68,4,12,27
adder_n4.qasm,Multiple Gate Insertion,0.005,1,1,1,ANOMALOUS,HIGH,99.62,99.46,0.54,0.1857,0.945,0.7593,99.62,4,14,29
adder_n4.qasm,Normal,0.01,0,0,1,NORMAL,LOW,12.02,17.17,82.83,0.2346,0.17,0.0,12.02,4,12,27
adder_n4.qasm,Gate Insertion,0.01,1,1,1,ANOMALOUS,MEDIUM,67.5,96.43,3.57,0.2346,0.14,0.0,67.5,4,12,28
adder_n4.qasm,Gate Deletion,0.01,1,0,0,NORMAL,LOW,14.64,20.91,79.09,0.2346,0.195,0.0,14.64,4,12,26
adder_n4.qasm,Gate Substitution,0.01,1,1,1,ANOMALOUS,HIGH,99.38,99.11,0.89,0.2346,0.975,0.7404,99.38,4,12,27
adder_n4.qasm,Multiple Gate Insertion,0.01,1,1,1,ANOMALOUS,HIGH,99.85,99.79,0.21,0.2346,0.99,0.7554,99.85,4,12,29
adder_n4.qasm,Normal,0.02,0,0,1,NORMAL,LOW,12.87,18.39,81.61,0.2982,0.265,0.0,12.87,4,12,27
adder_n4.qasm,Gate Insertion,0.02,1,1,1,ANOMALOUS,HIGH,99.32,99.02,0.98,0.2982,0.93,0.6318,99.32,4,13,28
adder_n4.qasm,Gate Deletion,0.02,1,1,1,ANOMALOUS,HIGH,98.4,97.71,2.29,0.2982,0.81,0.5118,98.4,4,12,26
adder_n4.qasm,Gate Substitution,0.02,1,1,1,ANOMALOUS,HIGH,99.22,98.89,1.11,0.2982,0.985,0.6868,99.22,4,12,27
adder_n4.qasm,Multiple Gate Insertion,0.02,1,1,1,ANOMALOUS,HIGH,99.84,99.77,0.23,0.2982,0.98,0.6818,99.84,4,13,29
adder_n4.qasm,Normal,0.03,0,1,0,ANOMALOUS,MEDIUM,47.4,58.36,41.64,0.3458,0.455,0.1092,47.4,4,12,27
adder_n4.qasm,Gate Insertion,0.03,1,1,1,ANOMALOUS,MEDIUM,69.57,94.74,5.26,0.3458,0.4,0.0542,69.57,4,13,28
adder_n4.qasm,Gate Deletion,0.03,1,1,1,ANOMALOUS,HIGH,98.29,97.56,2.44,0.3458,0.97,0.6242,98.29,4,12,26
adder_n4.qasm,Gate Substitution,0.03,1,1,1,ANOMALOUS,MEDIUM,65.62,89.1,10.9,0.3458,0.4,0.0542,65.62,4,12,27
adder_n4.qasm,Multiple Gate Insertion,0.03,1,1,1,ANOMALOUS,HIGH,90.48,98.47,1.53,0.3458,0.705,0.3592,90.48,4,13,29
adder_n4.qasm,Normal,0.04,0,1,0,ANOMALOUS,MEDIUM,58.77,71.85,28.15,0.3788,0.52,0.1412,58.77,4,12,27
adder_n4.qasm,Gate Insertion,0.04,1,1,1,ANOMALOUS,HIGH,87.05,92.97,7.03,0.3788,0.745,0.3662,87.05,4,12,28
adder_n4.qasm,Gate Deletion,0.04,1,1,1,ANOMALOUS,HIGH,98.28,97.54,2.46,0.3788,0.975,0.5962,98.28,4,12,26
adder_n4.qasm,Gate Substitution,0.04,1,1,1,ANOMALOUS,HIGH,76.95,83.26,16.74,0.3788,0.69,0.3112,76.95,4,12,27
adder_n4.qasm,Multiple Gate Insertion,0.04,1,1,1,ANOMALOUS,HIGH,91.65,99.12,0.88,0.3788,0.75,0.3712,91.65,4,13,29
adder_n4.qasm,Normal,0.05,0,1,0,ANOMALOUS,MEDIUM,57.28,71.85,28.15,0.4186,0.535,0.1164,57.28,4,12,27
adder_n4.qasm,Gate Insertion,0.05,1,1,1,ANOMALOUS,HIGH,99.3,99.0,1.0,0.4186,0.96,0.5414,99.3,4,12,28
adder_n4.qasm,Gate Deletion,0.05,1,1,1,ANOMALOUS,MEDIUM,62.68,71.85,28.15,0.4186,0.625,0.2064,62.68,4,12,26
adder_n4.qasm,Gate Substitution,0.05,1,1,1,ANOMALOUS,HIGH,96.36,94.81,5.19,0.4186,0.985,0.5664,96.36,4,12,27
adder_n4.qasm,Multiple Gate Insertion,0.05,1,1,1,ANOMALOUS,HIGH,99.33,99.05,0.95,0.4186,0.965,0.5464,99.33,4,12,29
basis_change_n3.qasm,Normal,0.005,0,0,1,NORMAL,LOW,4.01,5.72,94.28,0.1857,0.115,0.0,4.01,3,22,36
basis_change_n3.qasm,Gate Insertion,0.005,1,1,1,ANOMALOUS,HIGH,81.74,84.25,15.75,0.1857,0.565,0.3793,81.74,3,23,37
basis_change_n3.qasm,Gate Deletion,0.005,1,0,0,NORMAL,LOW,9.3,13.28,86.72,0.1857,0.185,0.0,9.3,3,22,35
basis_change_n3.qasm,Gate Substitution,0.005,1,1,1,ANOMALOUS,HIGH,96.72,95.31,4.69,0.1857,0.91,0.7243,96.72,3,22,36
basis_change_n3.qasm,Multiple Gate Insertion,0.005,1,1,1,ANOMALOUS,HIGH,90.82,98.08,1.92,0.1857,0.555,0.3693,90.82,3,24,38
basis_change_n3.qasm,Normal,0.01,0,0,1,NORMAL,LOW,10.42,14.89,85.11,0.2346,0.205,0.0,10.42,3,22,36
basis_change_n3.qasm,Gate Insertion,0.01,1,1,1,ANOMALOUS,HIGH,97.83,96.9,3.1,0.2346,0.935,0.7004,97.83,3,23,37
basis_change_n3.qasm,Gate Deletion,0.01,1,0,0,NORMAL,LOW,18.77,26.81,73.19,0.2346,0.23,0.0,18.77,3,22,35
basis_change_n3.qasm,Gate Substitution,0.01,1,1,1,ANOMALOUS,HIGH,92.73,96.86,3.14,0.2346,0.65,0.4154,92.73,3,22,36
basis_change_n3.qasm,Multiple Gate Insertion,0.01,1,1,1,ANOMALOUS,MEDIUM,67.69,96.7,3.3,0.2346,0.195,0.0,67.69,3,23,38
basis_change_n3.qasm,Normal,0.02,0,1,0,ANOMALOUS,MEDIUM,48.85,61.49,38.51,0.2982,0.395,0.0968,48.85,3,22,36
basis_change_n3.qasm,Gate Insertion,0.02,1,1,1,ANOMALOUS,HIGH,99.13,98.75,1.25,0.2982,0.895,0.5968,99.13,3,23,37
basis_change_n3.qasm,Gate Deletion,0.02,1,1,1,ANOMALOUS,HIGH,75.67,78.79,21.21,0.2982,0.64,0.3418,75.67,3,22,35
basis_change_n3.qasm,Gate Substitution,0.02,1,1,1,ANOMALOUS,HIGH,99.05,98.64,1.36,0.2982,0.91,0.6118,99.05,3,22,36
basis_change_n3.qasm,Multiple Gate Insertion,0.02,1,1,1,ANOMALOUS,HIGH,99.57,99.38,0.62,0.2982,0.905,0.6068,99.57,3,24,38
basis_change_n3.qasm,Normal,0.03,0,1,0,ANOMALOUS,MEDIUM,53.22,60.24,39.76,0.3458,0.53,0.1842,53.22,3,22,36
basis_change_n3.qasm,Gate Insertion,0.03,1,1,1,ANOMALOUS,HIGH,98.95,98.5,1.5,0.3458,0.885,0.5392,98.95,3,22,37
basis_change_n3.qasm,Gate Deletion,0.03,1,1,1,ANOMALOUS,MEDIUM,61.18,66.05,33.95,0.3458,0.595,0.2492,61.18,3,22,35
basis_change_n3.qasm,Gate Substitution,0.03,1,1,1,ANOMALOUS,MEDIUM,62.32,68.53,31.47,0.3458,0.585,0.2392,62.32,3,22,36
basis_change_n3.qasm,Multiple Gate Insertion,0.03,1,1,1,ANOMALOUS,HIGH,99.54,99.34,0.66,0.3458,0.86,0.5142,99.54,3,23,38
basis_change_n3.qasm,Normal,0.04,0,0,1,NORMAL,MEDIUM,46.88,48.01,51.99,0.3788,0.6,0.2212,46.88,3,22,36
basis_change_n3.qasm,Gate Insertion,0.04,1,1,1,ANOMALOUS,HIGH,74.9,88.05,11.95,0.3788,0.6,0.2212,74.9,3,23,37
basis_change_n3.qasm,Gate Deletion,0.04,1,1,1,ANOMALOUS,HIGH,93.91,94.62,5.38,0.3788,0.84,0.4612,93.91,3,21,35
basis_change_n3.qasm,Gate Substitution,0.04,1,1,1,ANOMALOUS,HIGH,93.3,98.47,1.53,0.3788,0.785,0.4062,93.3,3,22,36
basis_change_n3.qasm,Multiple Gate Insertion,0.04,1,1,1,ANOMALOUS,HIGH,91.35,96.54,3.46,0.3788,0.775,0.3962,91.35,3,22,38
basis_change_n3.qasm,Normal,0.05,0,1,0,ANOMALOUS,MEDIUM,63.11,65.61,34.39,0.4186,0.705,0.2864,63.11,3,22,36
basis_change_n3.qasm,Gate Insertion,0.05,1,1,1,ANOMALOUS,HIGH,95.8,98.6,1.4,0.4186,0.865,0.4464,95.8,3,22,37
basis_change_n3.qasm,Gate Deletion,0.05,1,1,1,ANOMALOUS,HIGH,88.82,94.62,5.38,0.4186,0.795,0.3764,88.82,3,21,35
basis_change_n3.qasm,Gate Substitution,0.05,1,1,1,ANOMALOUS,HIGH,91.82,98.47,1.53,0.4186,0.8,0.3814,91.82,3,22,36
basis_change_n3.qasm,Multiple Gate Insertion,0.05,1,1,1,ANOMALOUS,HIGH,90.0,98.87,1.13,0.4186,0.765,0.3464,90.0,3,23,38
bb84_n8.qasm,Normal,0.005,0,0,1,NORMAL,LOW,25.62,31.94,68.06,0.1857,0.24,0.0543,25.62,8,7,43
bb84_n8.qasm,Gate Insertion,0.005,1,1,1,ANOMALOUS,HIGH,71.02,96.37,3.63,0.1857,0.245,0.0593,71.02,8,8,44
bb84_n8.qasm,Gate Deletion,0.005,1,1,1,ANOMALOUS,HIGH,97.37,96.25,3.75,0.1857,0.995,0.8093,97.37,8,7,42
bb84_n8.qasm,Gate Substitution,0.005,1,1,1,ANOMALOUS,HIGH,74.74,99.11,0.89,0.1857,0.275,0.0893,74.74,8,7,43
bb84_n8.qasm,Multiple Gate Insertion,0.005,1,1,1,ANOMALOUS,HIGH,99.7,99.57,0.43,0.1857,1.0,0.8143,99.7,8,7,45
bb84_n8.qasm,Normal,0.01,0,0,1,NORMAL,LOW,22.36,31.94,68.06,0.2346,0.225,0.0,22.36,8,7,43
bb84_n8.qasm,Gate Insertion,0.01,1,1,1,ANOMALOUS,HIGH,70.52,95.99,4.01,0.2346,0.29,0.0554,70.52,8,7,44
bb84_n8.qasm,Gate Deletion,0.01,1,0,0,NORMAL,LOW,18.28,26.12,73.88,0.2346,0.215,0.0,18.28,8,7,42
bb84_n8.qasm,Gate Substitution,0.01,1,1,1,ANOMALOUS,HIGH,82.63,97.87,2.13,0.2346,0.47,0.2354,82.63,8,7,43
bb84_n8.qasm,Multiple Gate Insertion,0.01,1,1,1,ANOMALOUS,MEDIUM,67.95,97.08,2.92,0.2346,0.175,0.0,67.95,8,7,45
bb84_n8.qasm,Normal,0.02,0,0,1,NORMAL,LOW,17.21,24.58,75.42,0.2982,0.28,0.0,17.21,8,7,43
bb84_n8.qasm,Gate Insertion,0.02,1,0,0,NORMAL,LOW,28.43,40.62,59.38,0.2982,0.275,0.0,28.43,8,7,44
bb84_n8.qasm,Gate Deletion,0.02,1,0,0,NORMAL,LOW,15.63,22.32,77.68,0.2982,0.24,0.0,15.63,8,7,42
bb84_n8.qasm,Gate Substitution,0.02,1,1,1,ANOMALOUS,HIGH,86.4,98.84,1.16,0.2982,0.585,0.2868,86.4,8,7,43
bb84_n8.qasm,Multiple Gate Insertion,0.02,1,1,1,ANOMALOUS,HIGH,99.67,99.52,0.48,0.2982,0.935,0.6368,99.67,8,7,45
bb84_n8.qasm,Normal,0.03,0,0,1,NORMAL,LOW,25.88,36.96,63.04,0.3458,0.31,0.0,25.88,8,7,43
bb84_n8.qasm,Gate Insertion,0.03,1,1,1,ANOMALOUS,MEDIUM,65.16,93.08,6.92,0.3458,0.275,0.0,65.16,8,8,44
bb84_n8.qasm,Gate Deletion,0.03,1,1,1,ANOMALOUS,HIGH,72.46,91.59,8.41,0.3458,0.485,0.1392,72.46,8,7,42
bb84_n8.qasm,Gate Substitution,0.03,1,1,1,ANOMALOUS,MEDIUM,68.74,98.2,1.8,0.3458,0.305,0.0,68.74,8,7,43
bb84_n8.qasm,Multiple Gate Insertion,0.03,1,0,0,NORMAL,LOW,12.66,18.08,81.92,0.3458,0.23,0.0,12.66,8,7,45
bb84_n8.qasm,Normal,0.04,0,0,1,NORMAL,LOW,23.37,33.39,66.61,0.3788,0.315,0.0,23.37,8,7,43
bb84_n8.qasm,Gate Insertion,0.04,1,1,1,ANOMALOUS,HIGH,98.66,98.08,1.92,0.3788,0.905,0.5262,98.66,8,7,44
bb84_n8.qasm,Gate Deletion,0.04,1,0,0,NORMAL,LOW,12.37,17.67,82.33,0.3788,0.28,0.0,12.37,8,7,42
bb84_n8.qasm,Gate Substitution,0.04,1,1,1,ANOMALOUS,MEDIUM,68.02,97.17,2.83,0.3788,0.29,0.0,68.02,8,7,43
bb84_n8.qasm,Multiple Gate Insertion,0.04,1,1,1,ANOMALOUS,HIGH,79.22,98.07,1.93,0.3788,0.555,0.1762,79.22,8,7,45
bb84_n8.qasm,Normal,0.05,0,0,1,NORMAL,MEDIUM,31.48,44.97,55.03,0.4186,0.355,0.0,31.48,8,7,43
bb84_n8.qasm,Gate Insertion,0.05,1,1,1,ANOMALOUS,MEDIUM,44.21,63.16,36.84,0.4186,0.335,0.0,44.21,8,7,44
bb84_n8.qasm,Gate Deletion,0.05,1,1,1,ANOMALOUS,HIGH,74.48,92.99,7.01,0.4186,0.575,0.1564,74.48,8,7,42
bb84_n8.qasm,Gate Substitution,0.05,1,1,1,ANOMALOUS,MEDIUM,64.35,80.24,19.76,0.4186,0.555,0.1364,64.35,8,7,43
bb84_n8.qasm,Multiple Gate Insertion,0.05,1,1,1,ANOMALOUS,HIGH,96.58,99.7,0.3,0.4186,0.865,0.4464,96.58,8,7,45
bell_n4.qasm,Normal,0.005,0,0,1,NORMAL,LOW,13.51,19.3,80.7,0.1857,0.135,0.0,13.51,4,14,37
bell_n4.qasm,Gate Insertion,0.005,1,1,1,ANOMALOUS,HIGH,80.96,98.57,1.43,0.1857,0.385,0.1993,80.96,4,14,38
bell_n4.qasm,Gate Deletion,0.005,1,0,0,NORMAL,MEDIUM,33.95,42.55,57.45,0.1857,0.255,0.0693,33.95,4,14,36
bell_n4.qasm,Gate Substitution,0.005,1,1,1,ANOMALOUS,HIGH,78.3,97.77,2.23,0.1857,0.35,0.1643,78.3,4,14,37
bell_n4.qasm,Multiple Gate Insertion,0.005,1,1,1,ANOMALOUS,HIGH,97.92,99.66,0.34,0.1857,0.655,0.4693,97.92,4,15,39
bell_n4.qasm,Normal,0.01,0,0,1,NORMAL,LOW,15.39,21.99,78.01,0.2346,0.155,0.0,15.39,4,14,37
bell_n4.qasm,Gate Insertion,0.01,1,1,1,ANOMALOUS,HIGH,78.25,94.18,5.82,0.2346,0.44,0.2054,78.25,4,15,38
bell_n4.qasm,Gate Deletion,0.01,1,1,1,ANOMALOUS,MEDIUM,63.27,81.78,18.22,0.2346,0.335,0.1004,63.27,4,13,36
bell_n4.qasm,Gate Substitution,0.01,1,1,1,ANOMALOUS,HIGH,80.9,93.68,6.32,0.2346,0.49,0.2554,80.9,4,14,37
bell_n4.qasm,Multiple Gate Insertion,0.01,1,1,1,ANOMALOUS,HIGH,77.04,98.45,1.55,0.2346,0.37,0.1354,77.04,4,14,39
bell_n4.qasm,Normal,0.02,0,0,1,NORMAL,LOW,25.2,36.0,64.0,0.2982,0.245,0.0,25.2,4,14,37
bell_n4.qasm,Gate Insertion,0.02,1,1,1,ANOMALOUS,MEDIUM,38.61,55.16,44.84,0.2982,0.285,0.0,38.61,4,14,38
bell_n4.qasm,Gate Deletion,0.02,1,1,1,ANOMALOUS,MEDIUM,51.55,70.91,29.09,0.2982,0.33,0.0318,51.55,4,14,36
bell_n4.qasm,Gate Substitution,0.02,1,1,1,ANOMALOUS,MEDIUM,57.17,77.66,22.34,0.2982,0.345,0.0468,57.17,4,14,37
bell_n4.qasm,Multiple Gate Insertion,0.02,1,1,1,ANOMALOUS,MEDIUM,68.63,98.04,1.96,0.2982,0.215,0.0,68.63,4,14,39
bell_n4.qasm,Normal,0.03,0,0,1,NORMAL,MEDIUM,30.28,43.26,56.74,0.3458,0.295,0.0,30.28,4,14,37
bell_n4.qasm,Gate Insertion,0.03,1,1,1,ANOMALOUS,MEDIUM,69.37,99.1,0.9,0.3458,0.21,0.0,69.37,4,14,38
bell_n4.qasm,Gate Deletion,0.03,1,1,1,ANOMALOUS,MEDIUM,41.18,58.83,41.17,0.3458,0.315,0.0,41.18,4,14,36
bell_n4.qasm,Gate Substitution,0.03,1,1,1,ANOMALOUS,HIGH,72.73,88.98,11.02,0.3458,0.52,0.1742,72.73,4,14,37
bell_n4.qasm,Multiple Gate Insertion,0.03,1,1,1,ANOMALOUS,HIGH,73.97,99.32,0.68,0.3458,0.42,0.0742,73.97,4,15,39
bell_n4.qasm,Normal,0.04,0,0,1,NORMAL,LOW,21.62,30.88,69.12,0.3788,0.245,0.0,21.62,4,14,37
bell_n4.qasm,Gate Insertion,0.04,1,1,1,ANOMALOUS,HIGH,71.21,92.2,7.8,0.3788,0.49,0.1112,71.21,4,15,38
bell_n4.qasm,Gate Deletion,0.04,1,1,1,ANOMALOUS,MEDIUM,56.88,79.87,20.13,0.3788,0.395,0.0162,56.88,4,14,36
bell_n4.qasm,Gate Substitution,0.04,1,1,1,ANOMALOUS,MEDIUM,51.16,73.08,26.92,0.3788,0.335,0.0,51.16,4,14,37
bell_n4.qasm,Multiple Gate Insertion,0.04,1,1,1,ANOMALOUS,MEDIUM,57.1,81.57,18.43,0.3788,0.35,0.0,57.1,4,15,39
bell_n4.qasm,Normal,0.05,0,1,0,ANOMALOUS,MEDIUM,48.04,68.63,31.37,0.4186,0.355,0.0,48.04,4,14,37
bell_n4.qasm,Gate Insertion,0.05,1,1,1,ANOMALOUS,HIGH,72.01,97.6,2.4,0.4186,0.48,0.0614,72.01,4,15,38
bell_n4.qasm,Gate Deletion,0.05,1,1,1,ANOMALOUS,MEDIUM,37.59,53.7,46.3,0.4186,0.305,0.0,37.59,4,13,36
bell_n4.qasm,Gate Substitution,0.05,1,1,1,ANOMALOUS,MEDIUM,66.0,94.29,5.71,0.4186,0.39,0.0,66.0,4,14,37
bell_n4.qasm,Multiple Gate Insertion,0.05,1,1,1,ANOMALOUS,MEDIUM,68.05,97.22,2.78,0.4186,0.35,0.0,68.05,4,16,39
cat_state_n4.qasm,Normal,0.005,0,0,1,NORMAL,LOW,5.44,7.77,92.23,0.1857,0.025,0.0,5.44,4,5,8
cat_state_n4.qasm,Gate Insertion,0.005,1,1,1,ANOMALOUS,HIGH,99.08,98.68,1.32,0.1857,0.985,0.7993,99.08,4,6,9
cat_state_n4.qasm,Gate Deletion,0.005,1,1,1,ANOMALOUS,HIGH,90.53,97.24,2.76,0.1857,0.56,0.3743,90.53,4,3,7
cat_state_n4.qasm,Gate Substitution,0.005,1,1,1,ANOMALOUS,HIGH,82.7,95.06,4.94,0.1857,0.455,0.2693,82.7,4,5,8
cat_state_n4.qasm,Multiple Gate Insertion,0.005,1,1,1,ANOMALOUS,MEDIUM,68.37,97.67,2.33,0.1857,0.075,0.0,68.37,4,6,10
cat_state_n4.qasm,Normal,0.01,0,0,1,NORMAL,LOW,5.44,7.77,92.23,0.2346,0.115,0.0,5.44,4,5,8
cat_state_n4.qasm,Gate Insertion,0.01,1,1,1,ANOMALOUS,HIGH,99.62,99.46,0.54,0.2346,0.99,0.7554,99.62,4,6,9
cat_state_n4.qasm,Gate Deletion,0.01,1,1,1,ANOMALOUS,HIGH,86.09,97.24,2.76,0.2346,0.535,0.3004,86.09,4,4,7
cat_state_n4.qasm,Gate Substitution,0.01,1,1,1,ANOMALOUS,HIGH,79.77,95.06,4.94,0.2346,0.455,0.2204,79.77,4,5,8
cat_state_n4.qasm,Multiple Gate Insertion,0.01,1,1,1,ANOMALOUS,HIGH,99.08,98.68,1.32,0.2346,1.0,0.7654,99.08,4,6,10
cat_state_n4.qasm,Normal,0.02,0,0,1,NORMAL,LOW,6.51,9.3,90.7,0.2982,0.06,0.0,6.51,4,5,8
cat_state_n4.qasm,Gate Insertion,0.02,1,1,1,ANOMALOUS,HIGH,99.54,99.34,0.66,0.2982,0.99,0.6918,99.54,4,6,9
cat_state_n4.qasm,Gate Deletion,0.02,1,1,1,ANOMALOUS,HIGH,85.56,95.92,4.08,0.2982,0.605,0.3068,85.56,4,3,7
cat_state_n4.qasm,Gate Substitution,0.02,1,1,1,ANOMALOUS,HIGH,73.76,92.78,7.22,0.2982,0.445,0.1468,73.76,4,5,8
cat_state_n4.qasm,Multiple Gate Insertion,0.02,1,1,1,ANOMALOUS,HIGH,99.85,99.79,0.21,0.2982,0.98,0.6818,99.85,4,6,10
cat_state_n4.qasm,Normal,0.03,0,0,1,NORMAL,LOW,6.92,9.88,90.12,0.3458,0.105,0.0,6.92,4,5,8
cat_state_n4.qasm,Gate Insertion,0.03,1,1,1,ANOMALOUS,HIGH,79.81,94.8,5.2,0.3458,0.57,0.2242,79.81,4,6,9
cat_state_n4.qasm,Gate Deletion,0.03,1,1,1,ANOMALOUS,HIGH,76.82,94.39,5.61,0.3458,0.525,0.1792,76.82,4,4,7
cat_state_n4.qasm,Gate Substitution,0.03,1,1,1,ANOMALOUS,HIGH,78.06,99.15,0.85,0.3458,0.49,0.1442,78.06,4,5,8
cat_state_n4.qasm,Multiple Gate Insertion,0.03,1,1,1,ANOMALOUS,HIGH,99.79,99.69,0.31,0.3458,0.965,0.6192,99.79,4,5,10
cat_state_n4.qasm,Normal,0.04,0,0,1,NORMAL,LOW,9.2,13.15,86.85,0.3788,0.155,0.0,9.2,4,5,8
cat_state_n4.qasm,Gate Insertion,0.04,1,1,1,ANOMALOUS,HIGH,98.77,98.24,1.76,0.3788,0.96,0.5812,98.77,4,5,9
cat_state_n4.qasm,Gate Deletion,0.04,1,1,1,ANOMALOUS,HIGH,77.78,93.02,6.98,0.3788,0.59,0.2112,77.78,4,3,7
cat_state_n4.qasm,Gate Substitution,0.04,1,1,1,ANOMALOUS,HIGH,70.74,98.39,1.61,0.3788,0.41,0.0312,70.74,4,5,8
cat_state_n4.qasm,Multiple Gate Insertion,0.04,1,1,1,ANOMALOUS,MEDIUM,66.8,95.43,4.57,0.3788,0.215,0.0,66.8,4,7,10
cat_state_n4.qasm,Normal,0.05,0,0,1,NORMAL,LOW,10.01,14.3,85.7,0.4186,0.185,0.0,10.01,4,5,8
cat_state_n4.qasm,Gate Insertion,0.05,1,1,1,ANOMALOUS,HIGH,72.88,92.42,7.58,0.4186,0.555,0.1364,72.88,4,6,9
cat_state_n4.qasm,Gate Deletion,0.05,1,1,1,ANOMALOUS,MEDIUM,61.64,85.78,14.22,0.4186,0.445,0.0264,61.64,4,4,7
cat_state_n4.qasm,Gate Substitution,0.05,1,1,1,ANOMALOUS,HIGH,72.17,98.69,1.31,0.4186,0.47,0.0514,72.17,4,5,8
cat_state_n4.qasm,Multiple Gate Insertion,0.05,1,1,1,ANOMALOUS,HIGH,98.66,98.08,1.92,0.4186,0.93,0.5114,98.66,4,6,10
deutsch_n2.qasm,Normal,0.005,0,0,1,NORMAL,LOW,6.04,8.63,91.37,0.1857,0.075,0.0,6.04,2,5,7
deutsch_n2.qasm,Gate Insertion,0.005,1,1,1,ANOMALOUS,MEDIUM,68.02,97.17,2.83,0.1857,0.06,0.0,68.02,2,6,8
deutsch_n2.qasm,Gate Deletion,0.005,1,1,1,ANOMALOUS,HIGH,88.97,98.01,1.99,0.1857,0.525,0.3393,88.97,2,4,6
deutsch_n2.qasm,Gate Substitution,0.005,1,1,1,ANOMALOUS,HIGH,87.65,99.56,0.44,0.1857,0.485,0.2993,87.65,2,5,7
deutsch_n2.qasm,Multiple Gate Insertion,0.005,1,1,1,ANOMALOUS,HIGH,99.08,98.68,1.32,0.1857,0.98,0.7943,99.08,2,6,9
deutsch_n2.qasm,Normal,0.01,0,0,1,NORMAL,LOW,6.04,8.63,91.37,0.2346,0.07,0.0,6.04,2,5,7
deutsch_n2.qasm,Gate Insertion,0.01,1,1,1,ANOMALOUS,HIGH,99.08,98.68,1.32,0.2346,0.98,0.7454,99.08,2,6,8
deutsch_n2.qasm,Gate Deletion,0.01,1,1,1,ANOMALOUS,HIGH,86.34,98.01,1.99,0.2346,0.53,0.2954,86.34,2,4,6
deutsch_n2.qasm,Gate Substitution,0.01,1,1,1,ANOMALOUS,HIGH,99.76,99.65,0.35,0.2346,0.96,0.7254,99.76,2,5,7
deutsch_n2.qasm,Multiple Gate Insertion,0.01,1,1,1,ANOMALOUS,HIGH,99.7,99.56,0.44,0.2346,0.985,0.7504,99.7,2,6,9
deutsch_n2.qasm,Normal,0.02,0,0,1,NORMAL,LOW,7.22,10.32,89.68,0.2982,0.035,0.0,7.22,2,5,7
deutsch_n2.qasm,Gate Insertion,0.02,1,1,1,ANOMALOUS,MEDIUM,68.54,97.91,2.09,0.2982,0.05,0.0,68.54,2,5,8
deutsch_n2.qasm,Gate Deletion,0.02,1,1,1,ANOMALOUS,HIGH,98.26,97.52,2.48,0.2982,0.945,0.6468,98.26,2,4,6
deutsch_n2.qasm,Gate Substitution,0.02,1,1,1,ANOMALOUS,HIGH,80.95,97.05,2.95,0.2982,0.515,0.2168,80.95,2,5,7
deutsch_n2.qasm,Multiple Gate Insertion,0.02,1,1,1,ANOMALOUS,HIGH,99.88,99.83,0.17,0.2982,0.925,0.6268,99.88,2,6,9
deutsch_n2.qasm,Normal,0.03,0,0,1,NORMAL,LOW,7.67,10.95,89.05,0.3458,0.09,0.0,7.67,2,5,7
deutsch_n2.qasm,Gate Insertion,0.03,1,1,1,ANOMALOUS,HIGH,99.62,99.46,0.54,0.3458,0.905,0.5592,99.62,2,6,8
deutsch_n2.qasm,Gate Deletion,0.03,1,1,1,ANOMALOUS,HIGH,70.9,92.78,7.22,0.3458,0.445,0.0992,70.9,2,5,6
deutsch_n2.qasm,Gate Substitution,0.03,1,1,1,ANOMALOUS,HIGH,75.74,98.41,1.59,0.3458,0.46,0.1142,75.74,2,5,7
deutsch_n2.qasm,Multiple Gate Insertion,0.03,1,1,1,ANOMALOUS,HIGH,99.79,99.69,0.31,0.3458,0.9,0.5542,99.79,2,6,9
deutsch_n2.qasm,Normal,0.04,0,0,1,NORMAL,LOW,7.82,11.18,88.82,0.3788,0.085,0.0,7.82,2,5,7
deutsch_n2.qasm,Gate Insertion,0.04,1,1,1,ANOMALOUS,MEDIUM,60.78,86.83,13.17,0.3788,0.11,0.0,60.78,2,5,8
deutsch_n2.qasm,Gate Deletion,0.04,1,1,1,ANOMALOUS,HIGH,77.91,94.91,5.09,0.3788,0.57,0.1912,77.91,2,5,6
deutsch_n2.qasm,Gate Substitution,0.04,1,1,1,ANOMALOUS,HIGH,99.69,99.55,0.45,0.3788,0.91,0.5312,99.69,2,5,7
deutsch_n2.qasm,Multiple Gate Insertion,0.04,1,1,1,ANOMALOUS,HIGH,96.68,99.44,0.56,0.3788,0.83,0.4512,96.68,2,6,9
deutsch_n2.qasm,Normal,0.05,0,0,1,NORMAL,LOW,7.82,11.18,88.82,0.4186,0.1,0.0,7.82,2,5,7
deutsch_n2.qasm,Gate Insertion,0.05,1,1,1,ANOMALOUS,MEDIUM,62.82,89.74,10.26,0.4186,0.395,0.0,62.82,2,5,8
